number,Date,Price_AAPL,High_AAPL,Low_AAPL,Vol._AAPL,Price_NASDAQ,High_NASDAQ,Low_NASDAQ
36,"Oct 03, 2018",1.0,0.9999999999999999,1.0,0.015219400094469246,0.9893592267201642,0.9900466005196786,0.9915052328422241
37,"Oct 02, 2018",0.9879673955233536,0.985124533802032,0.9862792926213085,0.01314374382142731,0.9861468703423034,0.9900741896325129,0.9879649047937101
38,"Oct 01, 2018",0.9792556173718031,0.9826381446392591,0.9850596741876471,0.012503839426370341,0.99089496953041,0.9967495008878677,0.9924824845931338
39,"Sep 28, 2018",0.9727002199508346,0.9672911218759378,0.9749107065075356,0.012143557119909694,0.9920332555609362,0.9914423588189853,0.9919888083210334
40,"Sep 27, 2018",0.9692931383965152,0.9698632485960474,0.9728199320498302,0.01604213431668535,0.9914823502776539,0.9922574916981852,0.9922476411491167
41,"Sep 26, 2018",0.9497563289774442,0.9583315471342221,0.9563550831954003,0.012708178644959961,0.9849922332417255,0.9916894067839119,0.9878108676960217
42,"Sep 25, 2018",0.9573899167637038,0.954344750718052,0.9560937363881872,0.013014687472844393,0.9871430278408414,0.9850542251472254,0.9873714831878607
43,"Sep 24, 2018",0.9513520507180747,0.9476572212457667,0.9427214914191132,0.014703174700137572,0.9853544723321029,0.9830201551009761,0.9789347955915088
44,"Sep 21, 2018",0.9378531073446327,0.9480859090324517,0.9455963062984581,0.05157027161199122,0.9845620743219022,0.9904641993639456,0.9874194619559934
45,"Sep 20, 2018",0.9480743520075904,0.9520298366699532,0.9536980573220665,0.01412242113151444,0.9897541679506449,0.9881818273021861,0.9882691911916032
46,"Sep 19, 2018",0.9409151679820589,0.9406267415441334,0.9369283038592213,0.014396665872253142,0.9799196282018227,0.980288832930365,0.9795989227503954
47,"Sep 18, 2018",0.9403545089921076,0.9501864791872079,0.9448558236780208,0.01678958566889475,0.9806830973957777,0.9815403754125827,0.9774878569525653
48,"Sep 17, 2018",0.9388019148660887,0.9549020448407425,0.9455091906960538,0.01981703251273571,0.9730962008917623,0.9836321317856676,0.9761065734700138
49,"Sep 14, 2018",0.9645059731746237,0.9715779997427874,0.9683770363272063,0.01702081162677248,0.9874662759180183,0.9884037942554451,0.9874333505467684
50,"Sep 13, 2018",0.9755897701298141,0.9780511853217302,0.9685948253332172,0.02224221639652305,0.9879278792033256,0.9879874494617615,0.9887047879022798
51,"Sep 12, 2018",0.9525596239272005,0.9636901444677841,0.9567035456050179,0.026312868724742595,0.9804466357673368,0.9789432366543936,0.9753464887748621
52,"Sep 11, 2018",0.9645491007892353,0.9606893299609894,0.9424165868106978,0.01903731707338058,0.9827408166730606,0.981567964525417,0.974952557836511
53,"Sep 10, 2018",0.9407426575236124,0.9501864791872079,0.9420245665998781,0.02106457721570392,0.9766645074869035,0.9763899896666232,0.9761469766431781
54,"Sep 07, 2018",0.9535515590632683,0.9652762892785185,0.960493074309609,0.020042881122755818,0.9739451987598343,0.9785845781875457,0.9740687384235439
55,"Sep 06, 2018",0.9613145296933626,0.9737643074548806,0.9630629845805385,0.018252224286167826,0.9764846457163341,0.9835305536884136,0.975528303054101
56,"Sep 05, 2018",0.9775736404019494,0.9837098641059716,0.9796149490373727,0.017735998891836153,0.9855959650590213,0.9930450354645504,0.9852326402084804
57,"Sep 04, 2018",0.9839996549790831,0.9816092939512153,0.9862792926213085,0.014541854264408925,0.9976806636018892,0.9963344101447675,0.9953069189171445
58,"Aug 31, 2018",0.9808513391124336,0.980280361812492,0.9835351511455702,0.023118724097315368,0.9999811333807097,0.9983095398135979,0.9999999999999999
59,"Aug 30, 2018",0.9696381593134084,0.9776653663137137,0.9678543427127799,0.026049378679719137,0.9973171667368924,1.0,0.9987702284168142
60,"Aug 29, 2018",0.9607969983180229,0.9572169588888413,0.9548305601533236,0.014466571394402222,1.0000000000000002,0.9975245041483993,0.995301868520499
61,"Aug 28, 2018",0.9466511407254063,0.944570669181635,0.9526962278944159,0.012062896902045369,0.9899818251567502,0.9890910139751397,0.9911971586468472
62,"Aug 27, 2018",0.9390606805537586,0.9368542890213059,0.9414147573830475,0.01085299363408051,0.98845488676884,0.9864111078784472,0.9870318440134492
63,"Aug 24, 2018",0.9313839651528873,0.9289664337463026,0.9361007056363796,0.009750637323268084,0.97940897170636,0.976976885339647,0.9782567798418468
64,"Aug 23, 2018",0.9284944149739078,0.92960946542633,0.9338792577750675,0.009965731237572948,0.9709164774764011,0.974043661025111,0.9731344150441215
65,"Aug 22, 2018",0.9265967999309959,0.9266515196982038,0.9305688648837007,0.010041014107579651,0.9722547496714066,0.9704457899013814,0.969890797798532
66,"Aug 21, 2018",0.9265536723163841,0.9302096283276889,0.9313964631065424,0.013880440477921469,0.9684902302356442,0.9704520601542984,0.9693794451381724
67,"Aug 20, 2018",0.9283650321300729,0.9387405152827196,0.9361007056363796,0.01610128514311919,0.9636905622881438,0.9628600379224896,0.9632065978381776
68,"Aug 17, 2018",0.9375080864277398,0.9334676555064946,0.9276069344019514,0.01886524194193669,0.9631019237662805,0.9620624617514572,0.9587597235917915
69,"Aug 16, 2018",0.9191357226031828,0.9157199811377373,0.9202456659987804,0.015138739876604922,0.9618680468646824,0.9644313633034701,0.9641964755807009
70,"Aug 15, 2018",0.905852417302799,0.9025592660865093,0.9065685164212912,0.015305437660191192,0.9577928570979367,0.9622982232611333,0.9562357878681896
71,"Aug 14, 2018",0.9037391641868288,0.9017876280704763,0.9062636118128757,0.010971295286948186,0.9699643420895411,0.9680129317696158,0.966691371523591
72,"Aug 13, 2018",0.8999439341010048,0.9034595104385476,0.9038243749455528,0.013735252085765686,0.9635270515876261,0.9693209065280857,0.9665360718267411
73,"Aug 10, 2018",0.8941648337430457,0.8955287863848759,0.8993379214217266,0.013046951559990121,0.965967134349196,0.966503054867221,0.9670537374829075
74,"Aug 09, 2018",0.8999870617156165,0.8984438633343336,0.901646484885443,0.012444688599936502,0.9725918332693965,0.9736712080018459,0.974968971625609
75,"Aug 08, 2018",0.8929572605339199,0.88999871393664,0.8899729941632547,0.01192846320560483,0.9721579010257153,0.9709549344382354,0.9728730570177154
76,"Aug 07, 2018",0.8923534739293569,0.8972435375316157,0.8997299416325464,0.013573931650037037,0.9715705202784714,0.9705172707846343,0.9734020860663343
77,"Aug 06, 2018",0.9008064863932376,0.8961718180649033,0.9010802334698145,0.013487894084315092,0.9685543767412319,0.965686667937438,0.9649717114657892
78,"Aug 03, 2018",0.8961487040151809,0.89398551035281,0.8941545430786654,0.017800527066127614,0.9625598229053337,0.961219739759423,0.9626258022239421
79,"Aug 02, 2018",0.8935610471384827,0.8924422343207442,0.8718093910619392,0.03336794911394213,0.9613863191854652,0.9593123288220954,0.9469973498043602
80,"Aug 01, 2018",0.8681588821322292,0.8640631028422,0.8585678194964719,0.03634699982706449,0.949387149316714,0.949760225528457,0.9484101982659463
81,"Jul 31, 2018",0.8198128261525854,0.822823337763107,0.8238522519383222,0.020983916997839597,0.9449220494179649,0.9468520822255886,0.9413560567513071
82,"Jul 30, 2018",0.8181739767973433,0.8230805504351181,0.8226761913058629,0.011121861026961591,0.9396658092836345,0.9507107958706622,0.9400177016402425
83,"Jul 27, 2018",0.8227886315607883,0.8358983152569983,0.827162644829689,0.012729688036390447,0.9531768242448636,0.9694575980416745,0.9519770408968494
84,"Jul 26, 2018",0.8367188510803467,0.8391992112144725,0.8424514330516597,0.01007327819472538,0.9676123035513267,0.9683979252987148,0.969037280765438
85,"Jul 25, 2018",0.8393496355716564,0.8344407767822695,0.8373116125098006,0.008863374926760521,0.9776807893793512,0.9749202423828968,0.9696281771729647
86,"Jul 24, 2018",0.8315004097123387,0.8293393921207185,0.8356564160641172,0.00986893897613576,0.9661759249360109,0.974353411519207,0.9665436474217093
87,"Jul 23, 2018",0.8255056712813215,0.8220516997470743,0.8248105235647706,0.008411677706720307,0.966314280144141,0.9640664345837053,0.9617735477900096
88,"Jul 20, 2018",0.8247725018329236,0.8240665323444936,0.8274675494381044,0.0109497858955177,0.963588682543975,0.9657581488206908,0.9667368250934006
89,"Jul 19, 2018",0.8266701168758356,0.8245809576885155,0.8253767749803991,0.010723937285497592,0.9642301475998517,0.9644539362139711,0.9661421408883899
90,"Jul 18, 2018",0.8202872299133135,0.8213657992883783,0.8264221622092518,0.00862677162102517,0.967895302840684,0.9661995746260421,0.9676168567088836
91,"Jul 17, 2018",0.8248156294475352,0.8216658807390578,0.8232424427214914,0.008164319705269714,0.967980831514801,0.966623443723226,0.958370843050086
92,"Jul 16, 2018",0.8224867382585068,0.8250096454752004,0.8285129366669571,0.007900829660246255,0.9617674248951331,0.9630707184204981,0.9637217382960213
93,"Jul 13, 2018",0.8242980980721957,0.8215372744030522,0.8306472689258647,0.0065457380001256145,0.9643156762739685,0.9636601221946889,0.9651560509433509
94,"Jul 12, 2018",0.8230042696338465,0.8196939169203069,0.8237215785347156,0.009514034017532733,0.9640565747023792,0.9614216419033478,0.9580122648882536
95,"Jul 11, 2018",0.8094190710311812,0.8127063059973422,0.8163167523303425,0.00993884449828484,0.9505593952619631,0.9517014958315358,0.9516765422964405
96,"Jul 10, 2018",0.8200715918402552,0.8191366227976165,0.8275111072393067,0.0083847909674322,0.9559162573658426,0.9553783721420186,0.9561461433277315
97,"Jul 09, 2018",0.821063526976323,0.8165644960775068,0.8236780207335135,0.010438937849043648,0.9555389249800329,0.9528451899635823,0.9523684466368777
98,"Jul 06, 2018",0.809807219562686,0.8069190208770952,0.8058193222406134,0.009218279885363546,0.9470099552861124,0.9451365410275189,0.9380493095476485
99,"Jul 05, 2018",0.7987234226074955,0.798259527586059,0.8018120045300114,0.008739695926035225,0.9341856852670571,0.931765853707475,0.9282995188234596
100,"Jul 03, 2018",0.7923405356449734,0.8048613195010074,0.7985887272410489,0.007314698743765503,0.9236505650552479,0.9324104357073346,0.9266669781077931
101,"Jul 02, 2018",0.8064001380083667,0.8020748488875552,0.7980660336266225,0.009347336233946464,0.9318286156303652,0.9291210610271176,0.9196721787537389
102,"Jun 29, 2018",0.7974727217837582,0.8016032923222017,0.7958445857653106,0.012041387510614883,0.9246102470898241,0.9298095347973956,0.9272288347346079
103,"Jun 28, 2018",0.7991546987536119,0.7974021520126892,0.7997212300723061,0.009153751711072087,0.9237776002918038,0.9238502864251532,0.9167000203278465
104,"Jun 27, 2018",0.7933755983956526,0.8019891113302182,0.8007230594999565,0.01341261121430839,0.9164082987969386,0.9344595543605847,0.9198072768640067
105,"Jun 26, 2018",0.7945400439901669,0.798773952930081,0.7942329471208294,0.013025442168559635,0.9310664042110295,0.932806715691684,0.9302653857177308
106,"Jun 25, 2018",0.7847932030879371,0.7918720795644532,0.786348985103232,0.016837981799613346,0.9273408757884676,0.9381038253558994,0.9240445596496034
107,"Jun 22, 2018",0.796653297106137,0.7971449393406782,0.8036414321805035,0.014439684655114114,0.9475671494424914,0.950641823088576,0.9494720441606682
108,"Jun 21, 2018",0.7989821882951654,0.8065760706477472,0.8046868194093563,0.013638459824328496,0.9500990497512751,0.9586351415070677,0.9520060806775611
109,"Jun 20, 2018",0.8034674602147754,0.8016461611008702,0.8081278857043297,0.010906767112656727,0.9587236103162675,0.9590301674408339,0.9591132513569783
110,"Jun 19, 2018",0.799974123431233,0.7979165773567112,0.7981967070302292,0.017870432588276693,0.9516888768701537,0.9490993408710133,0.9439936263994332
111,"Jun 18, 2018",0.813128045887782,0.8103056543919064,0.8145308824810523,0.009750637323268084,0.9543842878794551,0.9518519819015419,0.9491829089527118
112,"Jun 15, 2018",0.8135593220338982,0.814335319586745,0.8191480094084851,0.03300228945962386,0.9543037903038155,0.9526495580725745,0.9526563192456727
113,"Jun 14, 2018",0.8220123344977789,0.8203798173790028,0.8276853384441154,0.011433747202703643,0.9561476878958061,0.9542647752239735,0.955079247036364
114,"Jun 13, 2018",0.8215810583516625,0.8259956273845758,0.8286436100705638,0.011449879246276507,0.9479293885328689,0.9518018198782066,0.9504227813291886
115,"Jun 12, 2018",0.828395221460301,0.8248381703605264,0.8317362139559196,0.008906393709621494,0.948946928199936,0.946696579953249,0.9482612115649032
116,"Jun 11, 2018",0.8238668219260792,0.8220945685257427,0.8276417806429133,0.009659222409688518,0.9434303287193969,0.9428140393470911,0.9448951222006597
117,"Jun 08, 2018",0.8258938198128261,0.8222231748617482,0.8257252373900167,0.014149307870802548,0.9416166177182712,0.9398394313633034,0.9388687364033853
118,"Jun 07, 2018",0.833484279984474,0.8316543061688172,0.8369195922989808,0.011293936158405482,0.9403035010156531,0.9453371891208603,0.9391869113920533
119,"Jun 06, 2018",0.8357269159442791,0.8311398808247953,0.8350901646484885,0.011068087548385374,0.9471168661287585,0.9446148559848309,0.9422992183248592
120,"Jun 05, 2018",0.8328373657652995,0.8305397179234363,0.8370067079013853,0.011412237811273157,0.9406544201344561,0.938699499383007,0.9397828581962255
121,"Jun 04, 2018",0.8264544788027774,0.8283105414326745,0.8326073699799634,0.013939591304355306,0.936705007829647,0.9340206366564001,0.9345834748496559
122,"Jun 01, 2018",0.8195971880795273,0.8147640073734299,0.8169265615471731,0.012417801860648395,0.9301482287388924,0.9277767188017295,0.9252440288529159
123,"May 31, 2018",0.805063181955406,0.8060616453037253,0.8099137555536197,0.014590250395127518,0.916034739734987,0.9196304062120649,0.9181962003340837
124,"May 30, 2018",0.8077802216759391,0.8050756633943499,0.8127014548305602,0.009863561628278138,0.9185917955361579,0.9172966180763867,0.9172189485831743
125,"May 29, 2018",0.8095053262604045,0.8082908217944871,0.81309347504138,0.011917708509889586,0.9103080918930138,0.9124459504198561,0.9084590356015085
126,"May 25, 2018",0.8124380040539958,0.8121490118746517,0.8164909835351513,0.009202147841790681,0.9149945601247713,0.9146681280536132,0.9161975058616165
127,"May 24, 2018",0.8105835166256954,0.8086766408025036,0.8102186601620351,0.012304877555638341,0.9138097364333286,0.9124773016844407,0.908864329932312
128,"May 23, 2018",0.8114891965325398,0.8072191023277747,0.8082585591079363,0.010600258284772296,0.9140009181754722,0.9113988181827302,0.9059742404519094
129,"May 22, 2018",0.8063138827791434,0.8088481159171775,0.8127014548305602,0.008008376617398687,0.9080264887334839,0.9121198972681761,0.9104842446563646
130,"May 21, 2018",0.8083408806658903,0.8105199982852489,0.8132677062461887,0.009707618540407111,0.9099873593650755,0.9120321137273393,0.9102153110349903
131,"May 18, 2018",0.8026480355371544,0.8042611565996485,0.8098701977524175,0.009653845061830896,0.9049939941261926,0.9056778394213308,0.9071560332669627
132,"May 17, 2018",0.8055807133307457,0.808976722253183,0.8108720271800681,0.009110732928211114,0.9085321141304691,0.9112245051516398,0.9079754601226994
133,"May 16, 2018",0.8107128994695303,0.8070476272131007,0.809303946336789,0.010127051673301595,0.9105231713529254,0.9097108660974949,0.9086951416446868
134,"May 15, 2018",0.8032086945271056,0.8010888669781797,0.8053837442285914,0.012557612904946556,0.9046531372043445,0.903465694192241,0.9042520551957849
135,"May 14, 2018",0.8105835166256954,0.8116345865306297,0.8174056973603974,0.01098742733052105,0.9121595361327205,0.9153666342285582,0.9144690076096851
136,"May 11, 2018",0.8124811316686074,0.8139066318000601,0.8156198275111073,0.013907327217209577,0.911099232128595,0.910256378101267,0.9107279262945113
137,"May 10, 2018",0.8187346357872946,0.8152355639387834,0.8164909835351513,0.01486449513586622,0.9113633647986618,0.9098149522959157,0.9083757040568573
138,"May 09, 2018",0.8071764350713763,0.8025035366742401,0.8059064378430177,0.012294122859923097,0.9031777675758281,0.9011181115001454,0.8964340411885098
139,"May 08, 2018",0.8015267175572519,0.7974450207913576,0.7991114208554753,0.015084966398028705,0.8939960128544566,0.8928426317003922,0.8920970130691638
140,"May 07, 2018",0.7976883598568163,0.8036609936982895,0.8038592211865145,0.02264014013798705,0.8937834489437838,0.8944641191047081,0.893493447741652
141,"May 04, 2018",0.7919523871134688,0.788999871393664,0.77519818799547,0.03003399344221674,0.8867914798347285,0.8865034060013844,0.8710355964581569
142,"May 03, 2018",0.7620218225729934,0.7600634457924293,0.7589511281470512,0.018133922633300152,0.8715132915332902,0.8719978029033779,0.8626077470559343
143,"May 02, 2018",0.7606417389054211,0.7611351652591417,0.7561634288701108,0.03559417112699747,0.8731169541729817,0.8791295885710846,0.8756857491695254
144,"May 01, 2018",0.7284254107905291,0.7244823594975779,0.7190086244446382,0.02861975095566226,0.8768651225386923,0.8745911795098167,0.8682944936787973
145,"Apr 30, 2018",0.7118644067796609,0.7161658164358897,0.7040682986322851,0.022629385442271804,0.8687612806661176,0.8791722262909196,0.8719850710275158
146,"Apr 27, 2018",0.69918488808384,0.7036052642860205,0.6987978046868194,0.018988920942661986,0.8754941482035835,0.8826020546364757,0.8743259298727173
147,"Apr 26, 2018",0.7073791348600509,0.7096068932996098,0.710732642216221,0.014848363092293355,0.8753532774462145,0.8759292514822877,0.8707540368451686
148,"Apr 25, 2018",0.7049208608271876,0.7082779611608865,0.7065510933008102,0.015074211702313463,0.8608964159712221,0.8617333988783771,0.8545069108365098
149,"Apr 24, 2018",0.7018588001897614,0.7121790200197197,0.701367714957749,0.017929583414710532,0.8613504726088134,0.8794067337500125,0.858867928339922
150,"Apr 23, 2018",0.7117781515504378,0.7147082779611608,0.7138688039027791,0.019451372858417443,0.8766009898686256,0.8824227254030519,0.8756491337938453
151,"Apr 20, 2018",0.7138482770517962,0.733141852788614,0.7197055492638732,0.0350295496019472,0.878805868776374,0.8858425213439408,0.8793182469568203
152,"Apr 19, 2018",0.7443826281968344,0.7510181334933766,0.7511978395330604,0.018531846374764148,0.8903685908522053,0.892672080821052,0.8908950186675286
153,"Apr 18, 2018",0.7661189459610989,0.7657221245766708,0.7695792316403869,0.010971295286948186,0.8975605461257398,0.8979553959288501,0.8965413621172271
154,"Apr 17, 2018",0.7678440505455644,0.7662365499206927,0.7675320149838837,0.01412242113151444,0.8957820528139564,0.8953231437543264,0.8898053955912563
155,"Apr 16, 2018",0.7574071678095484,0.7544476357868564,0.7606498823939368,0.011417615159130779,0.8800825100150305,0.8802645043490475,0.8783536211975248
156,"Apr 13, 2018",0.75270625781688,0.7529472285334591,0.7563812178761217,0.013321196300728822,0.8738401745791172,0.8809053241971567,0.8735923597599546
157,"Apr 12, 2018",0.7501617285547936,0.7493462511253054,0.7528530359787439,0.012122047728479208,0.8780662973001868,0.8786956870692336,0.8769950644998781
158,"Apr 11, 2018",0.7428300340708155,0.7447164230291078,0.7470162906176496,0.011874689727028613,0.8691084264610625,0.8739980135838759,0.8706707053005175
159,"Apr 10, 2018",0.746323370854358,0.7450593732584558,0.7462758079972124,0.01519789070303876,0.8722868229242003,0.872673736167822,0.8656051574650544
160,"Apr 09, 2018",0.7325225341786346,0.7411583143996228,0.7389145395940414,0.015418361965201244,0.854179899503808,0.8672775565075193,0.8567770641286739
161,"Apr 06, 2018",0.7253202225384914,0.7385433189008445,0.7317710601968813,0.01863939333191658,0.8497487595197817,0.8662354404727269,0.8482923977641894
162,"Apr 05, 2018",0.7443826281968344,0.7460453551678312,0.7486714870633332,0.01429449626295833,0.8700542729748257,0.8719714678411268,0.868350048041898
163,"Apr 04, 2018",0.7392504420580498,0.7365284863034252,0.7168307343845284,0.018424299417611718,0.8657224971857294,0.8653137132939394,0.839960505898232
164,"Apr 03, 2018",0.7253633501531029,0.7225532644574956,0.7173098701977525,0.016095907795261568,0.8530403556986624,0.8533274978179519,0.8429225635308332
165,"Apr 02, 2018",0.7179885280545133,0.723367771252197,0.7155240003484624,0.020026749079182952,0.8440900315072543,0.863485307543365,0.8392269357854693
166,"Mar 29, 2018",0.7227325656617932,0.7354138980580444,0.7261085460405959,0.020462314255650302,0.8684053304488369,0.8729847407125013,0.8556179980985256
167,"Mar 28, 2018",0.7171259757622805,0.7279975993483946,0.7186601620350205,0.022220707005092565,0.8540402865210583,0.8624043159404877,0.8512355164093699
168,"Mar 27, 2018",0.7251477120800448,0.7499892828053328,0.7261956616430003,0.021817405915770943,0.8615341077032408,0.8899244559928569,0.8591406497587805
169,"Mar 26, 2018",0.7442532453529995,0.7412011831782912,0.724104887185295,0.019999862339894845,0.8881649697190761,0.8861999257602055,0.8665470564394451
170,"Mar 23, 2018",0.7104843231120886,0.7275689115617096,0.7175712170049656,0.021876556742204782,0.8595040594675841,0.8822459042707946,0.8628009247276257
171,"Mar 22, 2018",0.7273472204252383,0.7394006944742144,0.7335133722449692,0.022123914743655375,0.8813905956191711,0.8959000070226831,0.8844810149277098
172,"Mar 21, 2018",0.7377841031612542,0.7497320701333219,0.745099747364753,0.019736372294871386,0.903854450321047,0.9100043139340068,0.9048050736284701
173,"Mar 20, 2018",0.7549057661620736,0.7570626312856347,0.761129018207161,0.010379787022609811,0.9062467376470811,0.9056251692968287,0.9055487445345238
174,"Mar 19, 2018",0.7551645318497434,0.7599348394564238,0.7555536196532799,0.017800527066127614,0.9037236417606329,0.9107028201089518,0.8997445761896525
175,"Mar 16, 2018",0.7668952430241084,0.7670081879367256,0.7728025089293493,0.02100004904141246,0.921049487142399,0.9223629824332594,0.9235332069892439
176,"Mar 15, 2018",0.7696122827446413,0.7718094911475972,0.774762609983448,0.012041387510614883,0.9210180427769149,0.9237712812383999,0.9222087404689545
177,"Mar 14, 2018",0.768706602837797,0.7730098169503151,0.773630107152191,0.015606569140218,0.9229135091282994,0.9262104096230825,0.9235609841707942
178,"Mar 13, 2018",0.7753051278733772,0.7857847129935268,0.779858872724105,0.016854113843186212,0.924699549087799,0.937795328912387,0.9259700233707103
179,"Mar 12, 2018",0.7828524604304136,0.7810262785613237,0.784083979440718,0.017133735931782534,0.9344234046701172,0.9342626684189933,0.9348662970618054
180,"Mar 09, 2018",0.7753482554879889,0.7707806404595533,0.7718006795016987,0.017122981236067293,0.9309632666922415,0.9282068581518305,0.9229460983792014
181,"Mar 08, 2018",0.7622374606460516,0.7584344322030265,0.7616952696227894,0.012595254339949907,0.9142524730993454,0.9124309018128555,0.9131571670810096
182,"Mar 07, 2018",0.7540000862552292,0.7529900973121275,0.7582106455266139,0.016859491191043834,0.9103156385407299,0.9085157558915296,0.9030854135706682
183,"Mar 06, 2018",0.7610730150515375,0.7632786041925665,0.7663123965502222,0.012606009035665151,0.9072164818786123,0.9052853215887315,0.9040891799039666
