number,Date,Price,High,Low
0,"Nov 21, 2018",1.1371,1.141,1.1366
1,"Nov 20, 2018",1.1372,1.1472,1.1359
2,"Nov 19, 2018",1.1453,1.1467,1.1393
3,"Nov 16, 2018",1.142,1.1423,1.132
4,"Nov 15, 2018",1.1328,1.1364,1.1271
5,"Nov 14, 2018",1.131,1.1349,1.1262
6,"Nov 13, 2018",1.1291,1.1296,1.1216
7,"Nov 12, 2018",1.1218,1.1333,1.1214
8,"Nov 09, 2018",1.1336,1.1371,1.1315
9,"Nov 08, 2018",1.1363,1.1448,1.1352
10,"Nov 07, 2018",1.1426,1.1502,1.1395
11,"Nov 06, 2018",1.1427,1.144,1.1389
12,"Nov 05, 2018",1.1407,1.1425,1.1356
13,"Nov 02, 2018",1.1387,1.1458,1.1372
14,"Nov 01, 2018",1.1409,1.1426,1.1306
15,"Oct 31, 2018",1.1312,1.1363,1.1301
16,"Oct 30, 2018",1.1344,1.1387,1.1338
17,"Oct 29, 2018",1.1373,1.1418,1.1361
18,"Oct 26, 2018",1.1403,1.1422,1.1334
19,"Oct 25, 2018",1.1376,1.1434,1.1355
20,"Oct 24, 2018",1.1392,1.1477,1.1378
21,"Oct 23, 2018",1.1471,1.1495,1.1438
22,"Oct 22, 2018",1.1465,1.1552,1.1455
23,"Oct 19, 2018",1.1515,1.1536,1.1433
24,"Oct 18, 2018",1.1453,1.1528,1.1448
25,"Oct 17, 2018",1.1501,1.1585,1.1495
26,"Oct 16, 2018",1.1575,1.1623,1.1564
27,"Oct 15, 2018",1.1579,1.1608,1.1537
28,"Oct 12, 2018",1.1563,1.1611,1.1534
29,"Oct 11, 2018",1.1594,1.16,1.1517
30,"Oct 10, 2018",1.152,1.1547,1.1479
31,"Oct 09, 2018",1.149,1.1504,1.143
32,"Oct 08, 2018",1.1492,1.1536,1.1459
33,"Oct 05, 2018",1.1524,1.155,1.1483
34,"Oct 04, 2018",1.1515,1.1543,1.1464
35,"Oct 03, 2018",1.1478,1.1595,1.1465
36,"Oct 02, 2018",1.1548,1.1582,1.1506
37,"Oct 01, 2018",1.1578,1.163,1.1563
38,"Sep 28, 2018",1.1609,1.1652,1.1567
39,"Sep 27, 2018",1.1641,1.1759,1.1637
40,"Sep 26, 2018",1.174,1.1799,1.1726
41,"Sep 25, 2018",1.1772,1.1793,1.173
42,"Sep 24, 2018",1.1748,1.1817,1.1723
43,"Sep 21, 2018",1.175,1.1804,1.1731
44,"Sep 20, 2018",1.1777,1.1786,1.1665
45,"Sep 19, 2018",1.1673,1.1716,1.1648
46,"Sep 18, 2018",1.1667,1.1726,1.1651
47,"Sep 17, 2018",1.1683,1.1699,1.1617
48,"Sep 14, 2018",1.163,1.1724,1.1619
49,"Sep 13, 2018",1.169,1.1703,1.1608
50,"Sep 12, 2018",1.1626,1.1651,1.157
51,"Sep 11, 2018",1.1607,1.1645,1.1565
52,"Sep 10, 2018",1.1594,1.1617,1.1526
53,"Sep 07, 2018",1.1553,1.1651,1.155
54,"Sep 06, 2018",1.1622,1.166,1.1603
55,"Sep 05, 2018",1.1629,1.164,1.1542
56,"Sep 04, 2018",1.1582,1.1629,1.1528
57,"Sep 03, 2018",1.1624,1.1629,1.1583
58,"Aug 31, 2018",1.1601,1.1692,1.1585
59,"Aug 30, 2018",1.1671,1.172,1.1641
60,"Aug 29, 2018",1.1708,1.1712,1.1652
61,"Aug 28, 2018",1.1695,1.1735,1.1662
62,"Aug 27, 2018",1.1678,1.1694,1.1592
63,"Aug 24, 2018",1.1623,1.1641,1.1533
64,"Aug 23, 2018",1.1539,1.1601,1.153
65,"Aug 22, 2018",1.1597,1.1624,1.1551
66,"Aug 21, 2018",1.1571,1.1602,1.1479
67,"Aug 20, 2018",1.1481,1.1486,1.1394
68,"Aug 17, 2018",1.1439,1.1447,1.1365
69,"Aug 16, 2018",1.1377,1.1411,1.1335
70,"Aug 15, 2018",1.1345,1.1357,1.1299
71,"Aug 14, 2018",1.1344,1.1431,1.133
72,"Aug 13, 2018",1.1409,1.1434,1.1364
73,"Aug 10, 2018",1.1411,1.1537,1.1384
74,"Aug 09, 2018",1.1527,1.162,1.1525
75,"Aug 08, 2018",1.1611,1.1629,1.1571
76,"Aug 07, 2018",1.1599,1.161,1.1547
77,"Aug 06, 2018",1.1554,1.1574,1.1527
78,"Aug 03, 2018",1.1567,1.1611,1.1559
79,"Aug 02, 2018",1.1584,1.1669,1.1582
80,"Aug 01, 2018",1.166,1.1701,1.1656
81,"Jul 31, 2018",1.1691,1.1745,1.1682
82,"Jul 30, 2018",1.1706,1.1721,1.1648
83,"Jul 27, 2018",1.1658,1.1665,1.1621
84,"Jul 26, 2018",1.1643,1.1744,1.1639
85,"Jul 25, 2018",1.1728,1.1739,1.1663
86,"Jul 24, 2018",1.1686,1.1719,1.1654
87,"Jul 23, 2018",1.1692,1.1752,1.1682
88,"Jul 20, 2018",1.172,1.174,1.1626
89,"Jul 19, 2018",1.1643,1.168,1.1574
90,"Jul 18, 2018",1.1639,1.1665,1.1601
91,"Jul 17, 2018",1.1661,1.1746,1.165
92,"Jul 16, 2018",1.171,1.1726,1.1674
93,"Jul 13, 2018",1.1685,1.1688,1.161
94,"Jul 12, 2018",1.1672,1.1697,1.1648
95,"Jul 11, 2018",1.1674,1.176,1.1665
96,"Jul 10, 2018",1.1744,1.1764,1.169
97,"Jul 09, 2018",1.1751,1.1792,1.1731
98,"Jul 06, 2018",1.1747,1.1769,1.1679
99,"Jul 05, 2018",1.1691,1.1722,1.1649
100,"Jul 04, 2018",1.1656,1.1684,1.1629
101,"Jul 03, 2018",1.1657,1.1675,1.1621
102,"Jul 02, 2018",1.1641,1.1699,1.159
103,"Jun 29, 2018",1.1685,1.1692,1.1558
104,"Jun 28, 2018",1.1569,1.1602,1.1527
105,"Jun 27, 2018",1.1554,1.1674,1.1541
106,"Jun 26, 2018",1.1647,1.1722,1.1635
107,"Jun 25, 2018",1.1704,1.1715,1.1627
108,"Jun 22, 2018",1.1657,1.1677,1.16
109,"Jun 21, 2018",1.1603,1.1635,1.1509
110,"Jun 20, 2018",1.1572,1.1602,1.1537
111,"Jun 19, 2018",1.159,1.1646,1.153
112,"Jun 18, 2018",1.1623,1.1625,1.1563
113,"Jun 15, 2018",1.1609,1.1629,1.1543
114,"Jun 14, 2018",1.1569,1.1853,1.1562
115,"Jun 13, 2018",1.1791,1.1803,1.1725
116,"Jun 12, 2018",1.1745,1.1811,1.1733
117,"Jun 11, 2018",1.1784,1.1822,1.1754
118,"Jun 08, 2018",1.1768,1.1812,1.1726
119,"Jun 07, 2018",1.1799,1.1842,1.1772
120,"Jun 06, 2018",1.1773,1.1797,1.1708
121,"Jun 05, 2018",1.1718,1.1733,1.1652
122,"Jun 04, 2018",1.1699,1.1744,1.1652
123,"Jun 01, 2018",1.1661,1.1718,1.1617
124,"May 31, 2018",1.1692,1.1726,1.1641
125,"May 30, 2018",1.1663,1.1678,1.1518
126,"May 29, 2018",1.154,1.1641,1.1508
127,"May 28, 2018",1.1623,1.1729,1.1605
128,"May 25, 2018",1.1652,1.1735,1.1645
129,"May 24, 2018",1.172,1.175,1.1688
130,"May 23, 2018",1.1697,1.179,1.1675
131,"May 22, 2018",1.1779,1.183,1.1754
132,"May 21, 2018",1.1791,1.1797,1.1717
133,"May 18, 2018",1.1778,1.1825,1.1749
134,"May 17, 2018",1.1795,1.1839,1.1775
135,"May 16, 2018",1.1807,1.1854,1.1762
136,"May 15, 2018",1.1838,1.1939,1.1817
137,"May 14, 2018",1.1927,1.1998,1.1926
138,"May 11, 2018",1.1944,1.197,1.1891
139,"May 10, 2018",1.1915,1.1948,1.1843
140,"May 09, 2018",1.185,1.1898,1.1822
141,"May 08, 2018",1.1864,1.1941,1.1838
142,"May 07, 2018",1.1922,1.198,1.1898
143,"May 04, 2018",1.196,1.1997,1.1911
144,"May 03, 2018",1.1988,1.2009,1.1946
145,"May 02, 2018",1.1951,1.2033,1.1938
146,"May 01, 2018",1.1993,1.2086,1.1981
147,"Apr 30, 2018",1.2079,1.2141,1.2064
148,"Apr 27, 2018",1.213,1.2135,1.2055
149,"Apr 26, 2018",1.2103,1.2211,1.2096
150,"Apr 25, 2018",1.2161,1.224,1.216
151,"Apr 24, 2018",1.2232,1.2247,1.2182
152,"Apr 23, 2018",1.2209,1.2292,1.2198
153,"Apr 20, 2018",1.2288,1.2354,1.225
154,"Apr 19, 2018",1.2346,1.2402,1.2329
155,"Apr 18, 2018",1.2373,1.2398,1.2343
156,"Apr 17, 2018",1.237,1.2413,1.2335
157,"Apr 16, 2018",1.238,1.2395,1.2325
158,"Apr 13, 2018",1.2331,1.2348,1.2307
159,"Apr 12, 2018",1.2327,1.2382,1.23
160,"Apr 11, 2018",1.2367,1.2397,1.2347
161,"Apr 10, 2018",1.2356,1.2379,1.2303
162,"Apr 09, 2018",1.2321,1.2331,1.2261
163,"Apr 06, 2018",1.2283,1.2292,1.2214
164,"Apr 05, 2018",1.224,1.2292,1.2218
165,"Apr 04, 2018",1.2278,1.2315,1.2256
166,"Apr 03, 2018",1.227,1.2336,1.2253
167,"Apr 02, 2018",1.2302,1.2346,1.2282
168,"Mar 30, 2018",1.2323,1.2331,1.2293
169,"Mar 29, 2018",1.2302,1.2335,1.2282
170,"Mar 28, 2018",1.2308,1.2424,1.23
171,"Mar 27, 2018",1.2403,1.2478,1.2373
172,"Mar 26, 2018",1.2443,1.2463,1.2341
173,"Mar 23, 2018",1.2353,1.2375,1.2301
174,"Mar 22, 2018",1.2302,1.2389,1.2285
175,"Mar 21, 2018",1.2338,1.2351,1.2241
176,"Mar 20, 2018",1.2242,1.2356,1.2239
177,"Mar 19, 2018",1.2335,1.2361,1.2258
178,"Mar 16, 2018",1.2289,1.2338,1.2261
179,"Mar 15, 2018",1.2305,1.2385,1.2299
180,"Mar 14, 2018",1.2367,1.2414,1.2347
181,"Mar 13, 2018",1.239,1.2408,1.2314
182,"Mar 12, 2018",1.2334,1.2347,1.2291
183,"Mar 09, 2018",1.2307,1.2336,1.2273
184,"Mar 08, 2018",1.2312,1.2448,1.2298
185,"Mar 07, 2018",1.2413,1.2445,1.2385
186,"Mar 06, 2018",1.2404,1.2422,1.2328
187,"Mar 05, 2018",1.2336,1.2366,1.2268
188,"Mar 02, 2018",1.2317,1.2336,1.225
189,"Mar 01, 2018",1.2268,1.2272,1.2153
190,"Feb 28, 2018",1.2194,1.2243,1.2188
191,"Feb 27, 2018",1.2232,1.2348,1.2221
192,"Feb 26, 2018",1.2318,1.2356,1.2278
193,"Feb 23, 2018",1.2293,1.2337,1.2279
194,"Feb 22, 2018",1.2331,1.2354,1.226
195,"Feb 21, 2018",1.2284,1.2361,1.2281
196,"Feb 20, 2018",1.2338,1.2414,1.232
197,"Feb 19, 2018",1.2408,1.2435,1.2368
198,"Feb 16, 2018",1.2406,1.2557,1.2394
199,"Feb 15, 2018",1.2506,1.2511,1.2447
200,"Feb 14, 2018",1.245,1.2467,1.2276
201,"Feb 13, 2018",1.2352,1.2373,1.2285
202,"Feb 12, 2018",1.2292,1.2298,1.2234
203,"Feb 09, 2018",1.2235,1.2289,1.2206
204,"Feb 08, 2018",1.2247,1.2297,1.2212
205,"Feb 07, 2018",1.2264,1.2407,1.2247
206,"Feb 06, 2018",1.2377,1.2434,1.2314
207,"Feb 05, 2018",1.2368,1.2475,1.2362
208,"Feb 02, 2018",1.2462,1.2519,1.2409
209,"Feb 01, 2018",1.251,1.2524,1.2386
210,"Jan 31, 2018",1.2421,1.2476,1.2386
211,"Jan 30, 2018",1.2402,1.2455,1.2335
212,"Jan 29, 2018",1.2383,1.2436,1.2336
213,"Jan 26, 2018",1.2421,1.2495,1.2371
214,"Jan 25, 2018",1.2396,1.2537,1.2364
215,"Jan 24, 2018",1.2408,1.2417,1.2293
216,"Jan 23, 2018",1.2299,1.2308,1.2223
217,"Jan 22, 2018",1.2262,1.2276,1.2214
218,"Jan 19, 2018",1.2222,1.2296,1.2219
219,"Jan 18, 2018",1.2239,1.2267,1.2165
220,"Jan 17, 2018",1.2186,1.2324,1.2176
221,"Jan 16, 2018",1.2261,1.2284,1.2194
222,"Jan 15, 2018",1.2263,1.2298,1.2188
223,"Jan 12, 2018",1.2187,1.219,1.2031
224,"Jan 11, 2018",1.2032,1.206,1.1928
225,"Jan 10, 2018",1.1947,1.2019,1.1923
226,"Jan 09, 2018",1.1937,1.1977,1.1916
227,"Jan 08, 2018",1.1967,1.2054,1.1956
228,"Jan 05, 2018",1.203,1.2085,1.2021
229,"Jan 04, 2018",1.2068,1.209,1.2004
230,"Jan 03, 2018",1.2014,1.207,1.2001
231,"Jan 02, 2018",1.2059,1.2084,1.2003
232,"Jan 01, 2018",1.201,1.2014,1.1995
233,"Dec 29, 2017",1.1998,1.203,1.1937
234,"Dec 28, 2017",1.1943,1.1961,1.1888
235,"Dec 27, 2017",1.1888,1.1912,1.1855
236,"Dec 26, 2017",1.1859,1.1879,1.1845
237,"Dec 25, 2017",1.1869,1.1882,1.1842
238,"Dec 22, 2017",1.1859,1.1878,1.1817
239,"Dec 21, 2017",1.1873,1.1889,1.1848
240,"Dec 20, 2017",1.1871,1.1903,1.1829
241,"Dec 19, 2017",1.184,1.1851,1.1777
242,"Dec 18, 2017",1.1782,1.1834,1.1737
243,"Dec 15, 2017",1.1754,1.1814,1.1751
244,"Dec 14, 2017",1.1778,1.1863,1.177
245,"Dec 13, 2017",1.1826,1.1832,1.1729
246,"Dec 12, 2017",1.1742,1.1794,1.1718
247,"Dec 11, 2017",1.1768,1.1812,1.1762
248,"Dec 08, 2017",1.1764,1.1778,1.1728
249,"Dec 07, 2017",1.1773,1.1816,1.1772
250,"Dec 06, 2017",1.1796,1.1849,1.178
251,"Dec 05, 2017",1.1826,1.1879,1.1801
252,"Dec 04, 2017",1.1866,1.189,1.183
253,"Dec 01, 2017",1.1891,1.1942,1.1851
254,"Nov 30, 2017",1.1904,1.1933,1.1809
255,"Nov 29, 2017",1.1847,1.1884,1.1817
256,"Nov 28, 2017",1.1841,1.1921,1.1827
257,"Nov 27, 2017",1.1898,1.1962,1.1896
258,"Nov 24, 2017",1.193,1.1945,1.1836
259,"Nov 23, 2017",1.1851,1.1857,1.1812
260,"Nov 22, 2017",1.1822,1.1829,1.1733
261,"Nov 21, 2017",1.1738,1.1759,1.1713
262,"Nov 20, 2017",1.1732,1.1808,1.1721
263,"Nov 17, 2017",1.1795,1.1823,1.1766
264,"Nov 16, 2017",1.177,1.1802,1.1756
265,"Nov 15, 2017",1.1792,1.1861,1.1784
266,"Nov 14, 2017",1.1798,1.1807,1.166
267,"Nov 13, 2017",1.1667,1.1677,1.1638
268,"Nov 10, 2017",1.1665,1.168,1.1623
269,"Nov 09, 2017",1.1642,1.1657,1.1586
270,"Nov 08, 2017",1.1595,1.1612,1.1579
271,"Nov 07, 2017",1.1586,1.1618,1.1554
272,"Nov 06, 2017",1.161,1.1625,1.1579
273,"Nov 03, 2017",1.1609,1.1692,1.1599
274,"Nov 02, 2017",1.1658,1.1689,1.1613
275,"Nov 01, 2017",1.1619,1.1659,1.1607
276,"Oct 31, 2017",1.1646,1.1663,1.1625
277,"Oct 30, 2017",1.1651,1.166,1.1594
278,"Oct 27, 2017",1.161,1.1659,1.1575
279,"Oct 26, 2017",1.165,1.1837,1.164
280,"Oct 25, 2017",1.1813,1.1819,1.1752
281,"Oct 24, 2017",1.1761,1.1794,1.1743
282,"Oct 23, 2017",1.1749,1.1779,1.1725
283,"Oct 20, 2017",1.1785,1.1859,1.1763
284,"Oct 19, 2017",1.1852,1.186,1.1768
285,"Oct 18, 2017",1.1787,1.1805,1.1729
286,"Oct 17, 2017",1.1766,1.1801,1.1735
287,"Oct 16, 2017",1.1797,1.1826,1.1781
288,"Oct 13, 2017",1.1823,1.1875,1.1804
289,"Oct 12, 2017",1.183,1.1882,1.1826
290,"Oct 11, 2017",1.1859,1.1871,1.1795
291,"Oct 10, 2017",1.1806,1.1825,1.1738
292,"Oct 09, 2017",1.1741,1.1758,1.1718
293,"Oct 06, 2017",1.1734,1.1739,1.1668
294,"Oct 05, 2017",1.1711,1.178,1.1698
295,"Oct 04, 2017",1.176,1.1788,1.1733
296,"Oct 03, 2017",1.1744,1.1775,1.1696
297,"Oct 02, 2017",1.1732,1.1818,1.173
298,"Sep 29, 2017",1.1814,1.1834,1.1773
299,"Sep 28, 2017",1.1786,1.1805,1.1721
300,"Sep 27, 2017",1.1744,1.1797,1.1717
301,"Sep 26, 2017",1.1793,1.1863,1.1758
302,"Sep 25, 2017",1.1848,1.1962,1.1833
303,"Sep 22, 2017",1.1954,1.2006,1.1937
304,"Sep 21, 2017",1.1941,1.1955,1.1866
305,"Sep 20, 2017",1.1893,1.2033,1.1862
306,"Sep 19, 2017",1.1994,1.2008,1.195
307,"Sep 18, 2017",1.1954,1.1971,1.1915
308,"Sep 15, 2017",1.1943,1.1988,1.1901
309,"Sep 14, 2017",1.1919,1.1922,1.1837
310,"Sep 13, 2017",1.1886,1.1995,1.1872
311,"Sep 12, 2017",1.1967,1.198,1.1926
312,"Sep 11, 2017",1.1953,1.2041,1.1948
313,"Sep 08, 2017",1.2035,1.2094,1.2016
314,"Sep 07, 2017",1.2023,1.2061,1.1914
315,"Sep 06, 2017",1.1917,1.1951,1.1903
316,"Sep 05, 2017",1.1914,1.1941,1.1868
317,"Sep 04, 2017",1.1896,1.1923,1.1853
318,"Sep 01, 2017",1.1859,1.1981,1.185
319,"Aug 31, 2017",1.191,1.1914,1.1823
320,"Aug 30, 2017",1.1883,1.1986,1.1881
321,"Aug 29, 2017",1.1972,1.2069,1.1945
322,"Aug 28, 2017",1.1979,1.1985,1.1917
323,"Aug 25, 2017",1.1926,1.1942,1.1773
324,"Aug 24, 2017",1.1799,1.1821,1.1784
325,"Aug 23, 2017",1.1807,1.1825,1.1741
326,"Aug 22, 2017",1.1762,1.1826,1.1745
327,"Aug 21, 2017",1.1816,1.183,1.1731
328,"Aug 18, 2017",1.1762,1.1775,1.1707
329,"Aug 17, 2017",1.1724,1.179,1.1662
330,"Aug 16, 2017",1.177,1.178,1.1682
331,"Aug 15, 2017",1.1735,1.1794,1.1688
332,"Aug 14, 2017",1.178,1.184,1.177
333,"Aug 11, 2017",1.1821,1.1846,1.1747
334,"Aug 10, 2017",1.1772,1.1786,1.1704
335,"Aug 09, 2017",1.1759,1.1765,1.1689
336,"Aug 08, 2017",1.175,1.1825,1.1714
337,"Aug 07, 2017",1.1796,1.1816,1.1767
338,"Aug 04, 2017",1.1772,1.1893,1.1731
339,"Aug 03, 2017",1.187,1.1894,1.1831
340,"Aug 02, 2017",1.1856,1.1911,1.1794
341,"Aug 01, 2017",1.1802,1.1845,1.1784
342,"Jul 31, 2017",1.1842,1.1847,1.1723
343,"Jul 28, 2017",1.1752,1.1765,1.1671
344,"Jul 27, 2017",1.1677,1.1777,1.1649
345,"Jul 26, 2017",1.1734,1.1741,1.1613
346,"Jul 25, 2017",1.1652,1.1712,1.163
347,"Jul 24, 2017",1.1642,1.1688,1.1628
348,"Jul 21, 2017",1.1663,1.1684,1.162
349,"Jul 20, 2017",1.1631,1.1657,1.1479
350,"Jul 19, 2017",1.1516,1.1559,1.1509
351,"Jul 18, 2017",1.1555,1.1585,1.1473
352,"Jul 17, 2017",1.1479,1.1487,1.1434
353,"Jul 14, 2017",1.1469,1.1473,1.1392
354,"Jul 13, 2017",1.1399,1.1459,1.1373
355,"Jul 12, 2017",1.1412,1.1491,1.1392
356,"Jul 11, 2017",1.1467,1.1482,1.1383
357,"Jul 10, 2017",1.14,1.1418,1.1381
358,"Jul 07, 2017",1.1401,1.144,1.1379
359,"Jul 06, 2017",1.1423,1.1425,1.1329
360,"Jul 05, 2017",1.1353,1.1369,1.1312
361,"Jul 04, 2017",1.1345,1.138,1.1339
362,"Jul 03, 2017",1.1364,1.1431,1.1357
363,"Jun 30, 2017",1.1426,1.1448,1.1393
364,"Jun 29, 2017",1.1441,1.1446,1.1373
365,"Jun 28, 2017",1.1378,1.1392,1.1292
366,"Jun 27, 2017",1.1339,1.1351,1.1178
367,"Jun 26, 2017",1.1182,1.1222,1.1173
368,"Jun 23, 2017",1.1194,1.1211,1.1145
369,"Jun 22, 2017",1.1153,1.1179,1.114
370,"Jun 21, 2017",1.1168,1.1171,1.1128
371,"Jun 20, 2017",1.1135,1.1165,1.1118
372,"Jun 19, 2017",1.1148,1.1214,1.1141
373,"Jun 16, 2017",1.1198,1.1201,1.1138
374,"Jun 15, 2017",1.1145,1.1231,1.1132
375,"Jun 14, 2017",1.1218,1.1296,1.1191
376,"Jun 13, 2017",1.1216,1.1225,1.1184
377,"Jun 12, 2017",1.1203,1.1235,1.1193
378,"Jun 09, 2017",1.1196,1.124,1.1168
379,"Jun 08, 2017",1.1214,1.127,1.1195
380,"Jun 07, 2017",1.1257,1.1284,1.1205
381,"Jun 06, 2017",1.1278,1.1285,1.124
382,"Jun 05, 2017",1.1255,1.1285,1.1236
383,"Jun 02, 2017",1.1282,1.1287,1.1205
384,"Jun 01, 2017",1.1213,1.1258,1.1203
385,"May 31, 2017",1.1243,1.1255,1.1165
386,"May 30, 2017",1.1185,1.1207,1.1111
387,"May 29, 2017",1.1165,1.1192,1.116
388,"May 26, 2017",1.1183,1.1235,1.1159
389,"May 25, 2017",1.1211,1.1252,1.1194
390,"May 24, 2017",1.1219,1.1222,1.1169
391,"May 23, 2017",1.1183,1.1268,1.1174
392,"May 22, 2017",1.1238,1.1265,1.1162
393,"May 19, 2017",1.1207,1.1214,1.1097
394,"May 18, 2017",1.1103,1.1173,1.1075
395,"May 17, 2017",1.1159,1.1163,1.1079
396,"May 16, 2017",1.1082,1.1098,1.0972
397,"May 15, 2017",1.0975,1.0991,1.0922
398,"May 12, 2017",1.0931,1.0937,1.0857
399,"May 11, 2017",1.0861,1.0894,1.0838
400,"May 10, 2017",1.0868,1.09,1.0853
401,"May 09, 2017",1.0874,1.0935,1.0862
402,"May 08, 2017",1.0924,1.1024,1.0917
403,"May 05, 2017",1.0998,1.1002,1.0951
404,"May 04, 2017",1.0984,1.0987,1.0874
405,"May 03, 2017",1.0885,1.0939,1.0883
406,"May 02, 2017",1.093,1.0936,1.0889
407,"May 01, 2017",1.0899,1.0924,1.0883
408,"Apr 28, 2017",1.0897,1.0949,1.0857
409,"Apr 27, 2017",1.0873,1.0933,1.0851
410,"Apr 26, 2017",1.0903,1.0951,1.0856
411,"Apr 25, 2017",1.0926,1.0951,1.0851
412,"Apr 24, 2017",1.0868,1.0936,1.0819
413,"Apr 21, 2017",1.0728,1.0739,1.0682
414,"Apr 20, 2017",1.0717,1.078,1.0709
415,"Apr 19, 2017",1.0711,1.0738,1.07
416,"Apr 18, 2017",1.0734,1.0737,1.0636
417,"Apr 17, 2017",1.0643,1.0674,1.0603
418,"Apr 14, 2017",1.0612,1.0633,1.0607
419,"Apr 13, 2017",1.0614,1.0679,1.0609
420,"Apr 12, 2017",1.0666,1.0677,1.0589
421,"Apr 11, 2017",1.0602,1.0631,1.0577
422,"Apr 10, 2017",1.0596,1.0609,1.0571
423,"Apr 07, 2017",1.059,1.0668,1.058
424,"Apr 06, 2017",1.0644,1.0687,1.063
425,"Apr 05, 2017",1.0663,1.069,1.0633
426,"Apr 04, 2017",1.0674,1.0678,1.0635
427,"Apr 03, 2017",1.0671,1.0683,1.0643
428,"Mar 31, 2017",1.0652,1.0705,1.0652
429,"Mar 30, 2017",1.0675,1.0772,1.0671
430,"Mar 29, 2017",1.0767,1.0827,1.0739
431,"Mar 28, 2017",1.0813,1.0873,1.0797
432,"Mar 27, 2017",1.0865,1.0905,1.0795
433,"Mar 24, 2017",1.0799,1.082,1.0761
434,"Mar 23, 2017",1.0783,1.0807,1.0769
435,"Mar 22, 2017",1.0797,1.0827,1.0776
436,"Mar 21, 2017",1.0811,1.0822,1.072
437,"Mar 20, 2017",1.0739,1.0779,1.0725
438,"Mar 17, 2017",1.0738,1.0784,1.0728
439,"Mar 16, 2017",1.0766,1.0772,1.0706
440,"Mar 15, 2017",1.0735,1.0742,1.0603
441,"Mar 14, 2017",1.0604,1.0664,1.0599
442,"Mar 13, 2017",1.0654,1.0715,1.065
443,"Mar 10, 2017",1.0672,1.0702,1.0572
444,"Mar 09, 2017",1.0577,1.0617,1.0525
445,"Mar 08, 2017",1.0541,1.0576,1.0535
446,"Mar 07, 2017",1.0566,1.0603,1.0557
447,"Mar 06, 2017",1.0581,1.0643,1.0575
448,"Mar 03, 2017",1.0623,1.0626,1.0502
449,"Mar 02, 2017",1.0507,1.0552,1.0493
450,"Mar 01, 2017",1.0548,1.059,1.0514
451,"Feb 28, 2017",1.0577,1.0632,1.057
452,"Feb 27, 2017",1.0588,1.0633,1.0552
453,"Feb 24, 2017",1.0563,1.062,1.0557
454,"Feb 23, 2017",1.0581,1.0597,1.0538
455,"Feb 22, 2017",1.0556,1.0574,1.0493
456,"Feb 21, 2017",1.0537,1.0618,1.0526
457,"Feb 20, 2017",1.0614,1.0637,1.0606
458,"Feb 17, 2017",1.0614,1.0679,1.0605
459,"Feb 16, 2017",1.0674,1.0682,1.0588
460,"Feb 15, 2017",1.0601,1.0611,1.0523
461,"Feb 14, 2017",1.0577,1.0634,1.0559
462,"Feb 13, 2017",1.0598,1.0658,1.0592
463,"Feb 10, 2017",1.0641,1.067,1.0609
464,"Feb 09, 2017",1.0656,1.0711,1.065
465,"Feb 08, 2017",1.0698,1.0715,1.0639
466,"Feb 07, 2017",1.0681,1.0751,1.0654
467,"Feb 06, 2017",1.075,1.0801,1.0703
468,"Feb 03, 2017",1.0784,1.08,1.0714
469,"Feb 02, 2017",1.0758,1.0829,1.0753
470,"Feb 01, 2017",1.0769,1.081,1.0731
471,"Jan 31, 2017",1.0798,1.0814,1.0684
472,"Jan 30, 2017",1.0695,1.0742,1.0619
473,"Jan 27, 2017",1.0699,1.0729,1.0661
474,"Jan 26, 2017",1.0682,1.0767,1.0657
475,"Jan 25, 2017",1.0748,1.0773,1.0713
476,"Jan 24, 2017",1.0731,1.0775,1.0718
477,"Jan 23, 2017",1.0765,1.0773,1.0686
478,"Jan 20, 2017",1.0703,1.0713,1.0627
479,"Jan 19, 2017",1.0664,1.0677,1.0588
480,"Jan 18, 2017",1.0631,1.0716,1.0624
481,"Jan 17, 2017",1.0714,1.0719,1.0595
482,"Jan 16, 2017",1.0603,1.0638,1.058
483,"Jan 13, 2017",1.0644,1.0674,1.0598
484,"Jan 12, 2017",1.0613,1.0687,1.0573
485,"Jan 11, 2017",1.0582,1.0624,1.0454
486,"Jan 10, 2017",1.0554,1.0628,1.0551
487,"Jan 09, 2017",1.0574,1.0584,1.051
488,"Jan 06, 2017",1.0533,1.0624,1.0523
489,"Jan 05, 2017",1.0607,1.0619,1.0482
490,"Jan 04, 2017",1.0488,1.0501,1.0389
491,"Jan 03, 2017",1.0406,1.0492,1.0341
492,"Jan 02, 2017",1.0459,1.0534,1.0449
493,"Dec 30, 2016",1.0516,1.0654,1.0482
494,"Dec 29, 2016",1.0492,1.0494,1.0406
495,"Dec 28, 2016",1.0412,1.0483,1.0373
496,"Dec 27, 2016",1.0457,1.0465,1.0431
497,"Dec 26, 2016",1.0456,1.0473,1.0439
498,"Dec 23, 2016",1.0456,1.047,1.0427
499,"Dec 22, 2016",1.0437,1.0501,1.0421
500,"Dec 21, 2016",1.0425,1.0453,1.0381
501,"Dec 20, 2016",1.0387,1.0419,1.0352
502,"Dec 19, 2016",1.0402,1.0479,1.0391
503,"Dec 16, 2016",1.0451,1.0477,1.0402
504,"Dec 15, 2016",1.0414,1.0544,1.0366
505,"Dec 14, 2016",1.0536,1.0671,1.0495
506,"Dec 13, 2016",1.0627,1.0668,1.0603
