number,Date,Price,High,Low
1374,"Aug 15, 2013",1.3348,1.3365,1.3207
1375,"Aug 14, 2013",1.3256,1.3279,1.3239
1376,"Aug 13, 2013",1.3262,1.3317,1.3233
1377,"Aug 12, 2013",1.33,1.3346,1.3278
1378,"Aug 09, 2013",1.3343,1.3391,1.3333
1379,"Aug 08, 2013",1.3382,1.3403,1.3329
1380,"Aug 07, 2013",1.3337,1.3347,1.3266
1381,"Aug 06, 2013",1.3306,1.3325,1.3245
1382,"Aug 05, 2013",1.3258,1.3302,1.3232
1383,"Aug 02, 2013",1.3283,1.3295,1.319
1384,"Aug 01, 2013",1.3207,1.3311,1.3197
1385,"Jul 31, 2013",1.3302,1.3346,1.3215
1386,"Jul 30, 2013",1.3263,1.3302,1.3234
1387,"Jul 29, 2013",1.3262,1.3297,1.3241
1388,"Jul 26, 2013",1.3279,1.3297,1.3252
1389,"Jul 25, 2013",1.3277,1.3296,1.3165
1390,"Jul 24, 2013",1.3201,1.3256,1.3176
1391,"Jul 23, 2013",1.3224,1.3241,1.3165
1392,"Jul 22, 2013",1.3186,1.322,1.3131
1393,"Jul 19, 2013",1.3142,1.3154,1.3087
1394,"Jul 18, 2013",1.311,1.3128,1.3066
1395,"Jul 17, 2013",1.3125,1.3177,1.3084
1396,"Jul 16, 2013",1.3162,1.3175,1.3052
1397,"Jul 15, 2013",1.3062,1.3085,1.2994
1398,"Jul 12, 2013",1.3068,1.3103,1.3
1399,"Jul 11, 2013",1.3096,1.3204,1.2965
1400,"Jul 10, 2013",1.2976,1.2985,1.2765
1401,"Jul 09, 2013",1.2781,1.2899,1.2755
1402,"Jul 08, 2013",1.287,1.2883,1.2809
1403,"Jul 05, 2013",1.2832,1.2918,1.2807
1404,"Jul 04, 2013",1.2913,1.3024,1.2883
1405,"Jul 03, 2013",1.3009,1.3032,1.2923
1406,"Jul 02, 2013",1.2979,1.308,1.2964
1407,"Jul 01, 2013",1.3064,1.3067,1.3001
1408,"Jun 28, 2013",1.301,1.3105,1.2992
1409,"Jun 27, 2013",1.3037,1.3058,1.3001
1410,"Jun 26, 2013",1.3012,1.3088,1.2984
1411,"Jun 25, 2013",1.3085,1.3151,1.3064
1412,"Jun 24, 2013",1.3119,1.3146,1.306
1413,"Jun 21, 2013",1.3123,1.3254,1.3099
1414,"Jun 20, 2013",1.322,1.3303,1.3163
1415,"Jun 19, 2013",1.3295,1.3415,1.326
1416,"Jun 18, 2013",1.3394,1.3416,1.3325
1417,"Jun 17, 2013",1.3369,1.3382,1.3317
1418,"Jun 14, 2013",1.3347,1.3376,1.3294
1419,"Jun 13, 2013",1.3375,1.3391,1.3278
1420,"Jun 12, 2013",1.3337,1.3361,1.3266
1421,"Jun 11, 2013",1.3315,1.3318,1.3232
1422,"Jun 10, 2013",1.3257,1.327,1.3177
1423,"Jun 07, 2013",1.3223,1.3285,1.3191
1424,"Jun 06, 2013",1.3247,1.3306,1.3075
1425,"Jun 05, 2013",1.3094,1.3115,1.3053
1426,"Jun 04, 2013",1.3081,1.3104,1.3043
1427,"Jun 03, 2013",1.3076,1.3108,1.2955
1428,"May 31, 2013",1.2999,1.3063,1.2947
1429,"May 30, 2013",1.305,1.3063,1.2934
1430,"May 29, 2013",1.2941,1.298,1.284
1431,"May 28, 2013",1.2856,1.2951,1.2849
1432,"May 27, 2013",1.2932,1.2951,1.2917
1433,"May 24, 2013",1.2932,1.2998,1.2906
1434,"May 23, 2013",1.2936,1.2956,1.2821
1435,"May 22, 2013",1.2858,1.3,1.2833
1436,"May 21, 2013",1.2906,1.2934,1.2841
1437,"May 20, 2013",1.2883,1.2902,1.2803
1438,"May 17, 2013",1.2839,1.289,1.2796
1439,"May 16, 2013",1.2882,1.293,1.2846
1440,"May 15, 2013",1.2887,1.2943,1.2843
1441,"May 14, 2013",1.292,1.303,1.2916
1442,"May 13, 2013",1.2976,1.2999,1.2942
1443,"May 10, 2013",1.2993,1.3051,1.2936
1444,"May 09, 2013",1.3043,1.318,1.3011
1445,"May 08, 2013",1.3152,1.3196,1.3072
1446,"May 07, 2013",1.3079,1.3133,1.3068
1447,"May 06, 2013",1.3076,1.3143,1.3054
1448,"May 03, 2013",1.3115,1.316,1.3035
1449,"May 02, 2013",1.3064,1.3216,1.3037
1450,"May 01, 2013",1.318,1.3245,1.3161
1451,"Apr 30, 2013",1.3167,1.3186,1.3056
1452,"Apr 29, 2013",1.31,1.3117,1.3028
1453,"Apr 26, 2013",1.3028,1.3049,1.2992
1454,"Apr 25, 2013",1.3013,1.3094,1.2989
1455,"Apr 24, 2013",1.3016,1.3035,1.2955
1456,"Apr 23, 2013",1.2999,1.3085,1.2973
1457,"Apr 22, 2013",1.3067,1.3094,1.3015
1458,"Apr 19, 2013",1.3052,1.3129,1.3046
1459,"Apr 18, 2013",1.3052,1.3098,1.3022
1460,"Apr 17, 2013",1.303,1.3203,1.3003
1461,"Apr 16, 2013",1.3178,1.3203,1.3028
1462,"Apr 15, 2013",1.3036,1.3135,1.3023
1463,"Apr 12, 2013",1.3112,1.3127,1.3037
1464,"Apr 11, 2013",1.3103,1.3139,1.3044
1465,"Apr 10, 2013",1.307,1.3123,1.3052
1466,"Apr 09, 2013",1.3082,1.3104,1.3004
1467,"Apr 08, 2013",1.3009,1.3039,1.2963
1468,"Apr 05, 2013",1.299,1.3041,1.29
1469,"Apr 04, 2013",1.2936,1.295,1.2746
1470,"Apr 03, 2013",1.2851,1.2865,1.279
1471,"Apr 02, 2013",1.282,1.2879,1.2809
1472,"Apr 01, 2013",1.2849,1.2868,1.2771
1473,"Mar 29, 2013",1.282,1.2839,1.2793
1474,"Mar 28, 2013",1.2816,1.2845,1.2755
1475,"Mar 27, 2013",1.278,1.2868,1.275
1476,"Mar 26, 2013",1.2861,1.289,1.2828
1477,"Mar 25, 2013",1.2852,1.3049,1.283
1478,"Mar 22, 2013",1.2988,1.3011,1.2889
1479,"Mar 21, 2013",1.2898,1.2956,1.288
1480,"Mar 20, 2013",1.2933,1.2978,1.2854
1481,"Mar 19, 2013",1.2883,1.2971,1.2845
1482,"Mar 18, 2013",1.2956,1.2997,1.2882
1483,"Mar 15, 2013",1.3076,1.3109,1.2999
1484,"Mar 14, 2013",1.3005,1.3033,1.2911
1485,"Mar 13, 2013",1.2961,1.3065,1.2923
1486,"Mar 12, 2013",1.3034,1.3076,1.2992
1487,"Mar 11, 2013",1.3045,1.3054,1.298
1488,"Mar 08, 2013",1.3006,1.3136,1.2957
1489,"Mar 07, 2013",1.3106,1.3121,1.2967
1490,"Mar 06, 2013",1.2967,1.3072,1.2963
1491,"Mar 05, 2013",1.3051,1.3077,1.3009
1492,"Mar 04, 2013",1.3026,1.3032,1.2982
1493,"Mar 01, 2013",1.3022,1.3102,1.2967
1494,"Feb 28, 2013",1.3056,1.3163,1.3051
1495,"Feb 27, 2013",1.3139,1.3148,1.3041
1496,"Feb 26, 2013",1.3062,1.3121,1.3018
1497,"Feb 25, 2013",1.3062,1.3319,1.3047
1498,"Feb 22, 2013",1.319,1.3247,1.3146
1499,"Feb 21, 2013",1.3189,1.3291,1.3161
1500,"Feb 20, 2013",1.3281,1.3434,1.327
1501,"Feb 19, 2013",1.3388,1.3397,1.3329
1502,"Feb 18, 2013",1.3352,1.3377,1.3321
1503,"Feb 15, 2013",1.3363,1.3394,1.3306
1504,"Feb 14, 2013",1.3361,1.3456,1.3314
1505,"Feb 13, 2013",1.3453,1.3521,1.3426
1506,"Feb 12, 2013",1.3454,1.3476,1.3365
1507,"Feb 11, 2013",1.3407,1.3428,1.3325
1508,"Feb 08, 2013",1.3365,1.3431,1.3354
1509,"Feb 07, 2013",1.3396,1.3577,1.3369
1510,"Feb 06, 2013",1.3523,1.3598,1.3495
1511,"Feb 05, 2013",1.3584,1.3599,1.3459
1512,"Feb 04, 2013",1.3514,1.3659,1.3504
1513,"Feb 01, 2013",1.364,1.3712,1.3572
1514,"Jan 31, 2013",1.3579,1.3594,1.354
1515,"Jan 30, 2013",1.3568,1.3588,1.3481
1516,"Jan 29, 2013",1.3493,1.3498,1.3415
1517,"Jan 28, 2013",1.3456,1.3478,1.3424
1518,"Jan 25, 2013",1.3462,1.3481,1.335
1519,"Jan 24, 2013",1.3376,1.3394,1.3287
1520,"Jan 23, 2013",1.3318,1.3356,1.3265
1521,"Jan 22, 2013",1.3321,1.3373,1.3268
1522,"Jan 21, 2013",1.3314,1.3333,1.33
1523,"Jan 18, 2013",1.3319,1.3403,1.3281
1524,"Jan 17, 2013",1.3377,1.339,1.3271
1525,"Jan 16, 2013",1.329,1.3325,1.3257
1526,"Jan 15, 2013",1.3304,1.3394,1.3268
1527,"Jan 14, 2013",1.3383,1.3404,1.3334
1528,"Jan 11, 2013",1.3344,1.3366,1.3248
1529,"Jan 10, 2013",1.3271,1.3273,1.3039
1530,"Jan 09, 2013",1.3064,1.3096,1.3037
1531,"Jan 08, 2013",1.3083,1.3142,1.3058
1532,"Jan 07, 2013",1.3117,1.3121,1.3018
1533,"Jan 04, 2013",1.3069,1.3091,1.2999
1534,"Jan 03, 2013",1.3048,1.3192,1.3046
1535,"Jan 02, 2013",1.3186,1.3302,1.3157
1536,"Jan 01, 2013",1.3205,1.322,1.318
1537,"Dec 31, 2012",1.3196,1.3236,1.3173
1538,"Dec 28, 2012",1.3216,1.3258,1.3167
1539,"Dec 27, 2012",1.3236,1.3285,1.3201
1540,"Dec 26, 2012",1.3224,1.3255,1.317
1541,"Dec 25, 2012",1.3183,1.3208,1.317
1542,"Dec 24, 2012",1.3186,1.3234,1.3167
1543,"Dec 21, 2012",1.3188,1.3255,1.3159
1544,"Dec 20, 2012",1.3244,1.3297,1.3189
1545,"Dec 19, 2012",1.3228,1.331,1.3222
1546,"Dec 18, 2012",1.323,1.3239,1.3155
1547,"Dec 17, 2012",1.3165,1.3192,1.3144
1548,"Dec 14, 2012",1.3163,1.3175,1.3067
1549,"Dec 13, 2012",1.3078,1.3102,1.3041
1550,"Dec 12, 2012",1.3074,1.3098,1.2994
1551,"Dec 11, 2012",1.3006,1.3016,1.2929
1552,"Dec 10, 2012",1.2941,1.2947,1.2879
1553,"Dec 07, 2012",1.2927,1.2974,1.2881
1554,"Dec 06, 2012",1.2968,1.3088,1.2949
1555,"Dec 05, 2012",1.3068,1.3128,1.3061
1556,"Dec 04, 2012",1.3094,1.3109,1.3045
1557,"Dec 03, 2012",1.3054,1.3077,1.2972
1558,"Nov 30, 2012",1.2986,1.3028,1.2969
1559,"Nov 29, 2012",1.2978,1.3014,1.2938
1560,"Nov 28, 2012",1.2953,1.2956,1.288
1561,"Nov 27, 2012",1.2945,1.301,1.2915
1562,"Nov 26, 2012",1.2973,1.2985,1.2943
1563,"Nov 23, 2012",1.2976,1.2992,1.2868
1564,"Nov 22, 2012",1.2883,1.2902,1.2826
1565,"Nov 21, 2012",1.2829,1.2833,1.2734
1566,"Nov 20, 2012",1.2818,1.283,1.2765
1567,"Nov 19, 2012",1.2813,1.2822,1.2731
1568,"Nov 16, 2012",1.2744,1.2788,1.2689
1569,"Nov 15, 2012",1.278,1.2803,1.2717
1570,"Nov 14, 2012",1.2736,1.2778,1.27
1571,"Nov 13, 2012",1.2704,1.2728,1.2662
1572,"Nov 12, 2012",1.271,1.2742,1.2698
1573,"Nov 09, 2012",1.2709,1.279,1.2689
1574,"Nov 08, 2012",1.2747,1.2782,1.2718
1575,"Nov 07, 2012",1.2771,1.2877,1.2735
1576,"Nov 06, 2012",1.2814,1.2828,1.2763
1577,"Nov 05, 2012",1.2797,1.2843,1.2767
1578,"Nov 02, 2012",1.2837,1.2952,1.282
1579,"Nov 01, 2012",1.2942,1.2982,1.2923
1580,"Oct 31, 2012",1.296,1.3023,1.2946
1581,"Oct 30, 2012",1.2959,1.2986,1.2887
1582,"Oct 29, 2012",1.2904,1.2967,1.2885
1583,"Oct 26, 2012",1.2942,1.2959,1.2883
1584,"Oct 25, 2012",1.2934,1.3024,1.2926
1585,"Oct 24, 2012",1.2974,1.2999,1.2921
1586,"Oct 23, 2012",1.2986,1.3077,1.2952
1587,"Oct 22, 2012",1.306,1.3085,1.3011
1588,"Oct 19, 2012",1.3022,1.3078,1.3012
1589,"Oct 18, 2012",1.3066,1.3129,1.3055
1590,"Oct 17, 2012",1.3119,1.3141,1.3053
1591,"Oct 16, 2012",1.3054,1.3062,1.2943
1592,"Oct 15, 2012",1.295,1.298,1.2891
1593,"Oct 12, 2012",1.295,1.2992,1.2921
1594,"Oct 11, 2012",1.2927,1.2954,1.2826
1595,"Oct 10, 2012",1.2875,1.2914,1.2835
1596,"Oct 09, 2012",1.2885,1.2991,1.2858
1597,"Oct 08, 2012",1.297,1.3036,1.2936
1598,"Oct 05, 2012",1.3034,1.3072,1.2993
1599,"Oct 04, 2012",1.3018,1.3032,1.2901
1600,"Oct 03, 2012",1.2906,1.2938,1.2877
1601,"Oct 02, 2012",1.292,1.2969,1.288
1602,"Oct 01, 2012",1.2889,1.294,1.2803
1603,"Sep 28, 2012",1.2858,1.2959,1.2837
1604,"Sep 27, 2012",1.2914,1.2929,1.2828
1605,"Sep 26, 2012",1.2872,1.2913,1.2835
1606,"Sep 25, 2012",1.29,1.2973,1.2887
1607,"Sep 24, 2012",1.2931,1.299,1.289
1608,"Sep 21, 2012",1.298,1.3047,1.2954
1609,"Sep 20, 2012",1.2969,1.306,1.292
1610,"Sep 19, 2012",1.3048,1.3086,1.2992
1611,"Sep 18, 2012",1.3048,1.3122,1.3028
1612,"Sep 17, 2012",1.3117,1.317,1.3083
1613,"Sep 14, 2012",1.3127,1.3171,1.298
1614,"Sep 13, 2012",1.2989,1.3002,1.2857
1615,"Sep 12, 2012",1.29,1.2937,1.2816
1616,"Sep 11, 2012",1.2855,1.2872,1.2754
1617,"Sep 10, 2012",1.2759,1.2813,1.2755
1618,"Sep 07, 2012",1.2816,1.2818,1.2626
1619,"Sep 06, 2012",1.2631,1.2652,1.2562
1620,"Sep 05, 2012",1.2601,1.2626,1.2502
1621,"Sep 04, 2012",1.2567,1.263,1.2557
1622,"Sep 03, 2012",1.2594,1.2611,1.2556
1623,"Aug 31, 2012",1.2577,1.2638,1.2493
1624,"Aug 30, 2012",1.2506,1.2565,1.2488
1625,"Aug 29, 2012",1.2529,1.2574,1.2517
1626,"Aug 28, 2012",1.2565,1.2576,1.2464
1627,"Aug 27, 2012",1.25,1.2536,1.2489
1628,"Aug 24, 2012",1.2513,1.2569,1.2483
1629,"Aug 23, 2012",1.2564,1.2591,1.2524
1630,"Aug 22, 2012",1.2528,1.254,1.2431
1631,"Aug 21, 2012",1.2472,1.249,1.2342
1632,"Aug 20, 2012",1.2344,1.2369,1.2294
1633,"Aug 17, 2012",1.2334,1.2382,1.2288
1634,"Aug 16, 2012",1.2355,1.2374,1.2256
1635,"Aug 15, 2012",1.2289,1.2344,1.2263
1636,"Aug 14, 2012",1.2322,1.2386,1.2316
1637,"Aug 13, 2012",1.2332,1.2374,1.226
1638,"Aug 10, 2012",1.229,1.2317,1.2239
1639,"Aug 09, 2012",1.2306,1.2388,1.2266
1640,"Aug 08, 2012",1.2365,1.2403,1.2327
1641,"Aug 07, 2012",1.2401,1.2442,1.2375
1642,"Aug 06, 2012",1.2401,1.2444,1.2341
1643,"Aug 03, 2012",1.2387,1.2394,1.2166
1644,"Aug 02, 2012",1.218,1.2405,1.2132
1645,"Aug 01, 2012",1.2226,1.2338,1.2218
1646,"Jul 31, 2012",1.2304,1.233,1.2247
1647,"Jul 30, 2012",1.226,1.234,1.2224
1648,"Jul 27, 2012",1.2319,1.239,1.2241
1649,"Jul 26, 2012",1.2283,1.233,1.2117
1650,"Jul 25, 2012",1.2159,1.2172,1.2052
1651,"Jul 24, 2012",1.206,1.2138,1.2041
1652,"Jul 23, 2012",1.2115,1.2146,1.2069
1653,"Jul 20, 2012",1.2157,1.2283,1.2144
1654,"Jul 19, 2012",1.228,1.2322,1.2228
1655,"Jul 18, 2012",1.2284,1.2307,1.2216
1656,"Jul 17, 2012",1.2294,1.2317,1.2188
1657,"Jul 16, 2012",1.2273,1.2291,1.2174
1658,"Jul 13, 2012",1.2252,1.2258,1.2161
1659,"Jul 12, 2012",1.2198,1.225,1.2167
1660,"Jul 11, 2012",1.2239,1.2298,1.2213
1661,"Jul 10, 2012",1.2252,1.2336,1.2235
1662,"Jul 09, 2012",1.2319,1.2325,1.2256
1663,"Jul 06, 2012",1.2288,1.2403,1.226
1664,"Jul 05, 2012",1.2393,1.2539,1.2363
1665,"Jul 04, 2012",1.2523,1.2607,1.2507
1666,"Jul 03, 2012",1.2607,1.263,1.2559
1667,"Jul 02, 2012",1.2586,1.2673,1.2567
1668,"Jun 29, 2012",1.266,1.2694,1.2434
1669,"Jun 28, 2012",1.244,1.2526,1.2407
1670,"Jun 27, 2012",1.247,1.2511,1.2445
1671,"Jun 26, 2012",1.249,1.2531,1.2442
1672,"Jun 25, 2012",1.2505,1.2559,1.2471
1673,"Jun 22, 2012",1.257,1.2585,1.252
1674,"Jun 21, 2012",1.2544,1.2706,1.2531
1675,"Jun 20, 2012",1.2704,1.2744,1.2637
1676,"Jun 19, 2012",1.2688,1.2731,1.2568
1677,"Jun 18, 2012",1.2576,1.2748,1.2557
1678,"Jun 15, 2012",1.2638,1.2666,1.2592
1679,"Jun 14, 2012",1.2631,1.2638,1.2542
1680,"Jun 13, 2012",1.2556,1.2611,1.2473
1681,"Jun 12, 2012",1.2513,1.253,1.2441
1682,"Jun 11, 2012",1.2475,1.2668,1.2471
1683,"Jun 08, 2012",1.2517,1.2576,1.2435
1684,"Jun 07, 2012",1.2562,1.2627,1.254
1685,"Jun 06, 2012",1.2572,1.2586,1.2439
1686,"Jun 05, 2012",1.2454,1.2543,1.241
1687,"Jun 04, 2012",1.2498,1.2511,1.2386
1688,"Jun 01, 2012",1.2435,1.2458,1.2288
1689,"May 31, 2012",1.2359,1.243,1.2338
1690,"May 30, 2012",1.237,1.2494,1.2361
1691,"May 29, 2012",1.2498,1.2576,1.2463
1692,"May 28, 2012",1.2542,1.2626,1.2525
1693,"May 25, 2012",1.2517,1.2604,1.2497
1694,"May 24, 2012",1.2536,1.262,1.2515
1695,"May 23, 2012",1.2586,1.2689,1.2546
1696,"May 22, 2012",1.2684,1.2819,1.2658
1697,"May 21, 2012",1.2814,1.2827,1.2726
1698,"May 18, 2012",1.2783,1.2795,1.2641
1699,"May 17, 2012",1.2694,1.275,1.2666
1700,"May 16, 2012",1.2716,1.276,1.268
1701,"May 15, 2012",1.2731,1.287,1.2721
1702,"May 14, 2012",1.2826,1.2905,1.282
1703,"May 11, 2012",1.2917,1.2959,1.2905
1704,"May 10, 2012",1.2936,1.298,1.2923
1705,"May 09, 2012",1.2933,1.3005,1.291
1706,"May 08, 2012",1.3003,1.3066,1.2982
1707,"May 07, 2012",1.3054,1.3067,1.2957
1708,"May 04, 2012",1.3083,1.318,1.3079
1709,"May 03, 2012",1.3152,1.3182,1.3099
1710,"May 02, 2012",1.3157,1.3244,1.3124
1711,"May 01, 2012",1.3239,1.3285,1.3205
1712,"Apr 30, 2012",1.3241,1.3266,1.3207
1713,"Apr 27, 2012",1.3255,1.3273,1.3157
1714,"Apr 26, 2012",1.3209,1.3264,1.3199
1715,"Apr 25, 2012",1.3223,1.3236,1.3174
1716,"Apr 24, 2012",1.3194,1.3218,1.3144
1717,"Apr 23, 2012",1.3155,1.3211,1.3104
1718,"Apr 20, 2012",1.3224,1.3228,1.3129
1719,"Apr 19, 2012",1.3136,1.3166,1.307
1720,"Apr 18, 2012",1.3121,1.3142,1.3058
1721,"Apr 17, 2012",1.3125,1.3174,1.309
1722,"Apr 16, 2012",1.3139,1.3148,1.2994
1723,"Apr 13, 2012",1.3077,1.3203,1.307
1724,"Apr 12, 2012",1.3186,1.3213,1.31
1725,"Apr 11, 2012",1.311,1.3157,1.3065
1726,"Apr 10, 2012",1.3081,1.3145,1.3053
1727,"Apr 09, 2012",1.3102,1.3135,1.3034
1728,"Apr 06, 2012",1.3096,1.3114,1.3052
1729,"Apr 05, 2012",1.3064,1.3165,1.3034
1730,"Apr 04, 2012",1.3142,1.3238,1.3106
1731,"Apr 03, 2012",1.3234,1.3368,1.3213
1732,"Apr 02, 2012",1.3323,1.3382,1.3277
1733,"Mar 30, 2012",1.3344,1.3377,1.3296
1734,"Mar 29, 2012",1.3302,1.3346,1.3251
1735,"Mar 28, 2012",1.3317,1.3376,1.3277
1736,"Mar 27, 2012",1.3318,1.3386,1.3311
1737,"Mar 26, 2012",1.3358,1.3368,1.3191
1738,"Mar 23, 2012",1.3273,1.3295,1.319
1739,"Mar 22, 2012",1.3198,1.3256,1.3135
1740,"Mar 21, 2012",1.3212,1.3285,1.3178
1741,"Mar 20, 2012",1.3225,1.3253,1.3172
1742,"Mar 19, 2012",1.3241,1.3266,1.3142
1743,"Mar 16, 2012",1.3175,1.3189,1.3048
1744,"Mar 15, 2012",1.3083,1.312,1.3003
1745,"Mar 14, 2012",1.3029,1.3092,1.301
1746,"Mar 13, 2012",1.3084,1.3193,1.3052
1747,"Mar 12, 2012",1.3155,1.316,1.3079
1748,"Mar 09, 2012",1.3114,1.3283,1.3096
1749,"Mar 08, 2012",1.3271,1.3292,1.3134
1750,"Mar 07, 2012",1.315,1.3165,1.3096
1751,"Mar 06, 2012",1.3115,1.3227,1.3102
1752,"Mar 05, 2012",1.3218,1.3241,1.3159
1753,"Mar 02, 2012",1.3203,1.3335,1.3188
1754,"Mar 01, 2012",1.3312,1.3357,1.3281
1755,"Feb 29, 2012",1.3326,1.3487,1.3315
1756,"Feb 28, 2012",1.347,1.3472,1.3388
1757,"Feb 27, 2012",1.34,1.3479,1.3365
1758,"Feb 24, 2012",1.3457,1.3489,1.3357
1759,"Feb 23, 2012",1.3369,1.3375,1.323
1760,"Feb 22, 2012",1.3245,1.3268,1.3211
1761,"Feb 21, 2012",1.3241,1.3294,1.3186
1762,"Feb 20, 2012",1.324,1.3277,1.3173
1763,"Feb 17, 2012",1.3152,1.3199,1.3114
1764,"Feb 16, 2012",1.3141,1.3161,1.2975
1765,"Feb 15, 2012",1.3071,1.3191,1.3044
1766,"Feb 14, 2012",1.3119,1.3217,1.3079
1767,"Feb 13, 2012",1.3194,1.3284,1.3187
1768,"Feb 10, 2012",1.3175,1.3293,1.3155
1769,"Feb 09, 2012",1.3283,1.3323,1.3215
1770,"Feb 08, 2012",1.3258,1.3291,1.3218
1771,"Feb 07, 2012",1.3266,1.3272,1.3087
1772,"Feb 06, 2012",1.3134,1.3144,1.3029
1773,"Feb 03, 2012",1.3144,1.3205,1.3066
1774,"Feb 02, 2012",1.3146,1.3197,1.3085
1775,"Feb 01, 2012",1.3159,1.3218,1.3024
1776,"Jan 31, 2012",1.3079,1.3213,1.3041
1777,"Jan 30, 2012",1.3127,1.3232,1.3076
1778,"Jan 27, 2012",1.3226,1.323,1.3077
1779,"Jan 26, 2012",1.31,1.3186,1.3091
1780,"Jan 25, 2012",1.311,1.3121,1.2929
1781,"Jan 24, 2012",1.3022,1.3064,1.2954
1782,"Jan 23, 2012",1.303,1.3054,1.2872
1783,"Jan 20, 2012",1.2938,1.2986,1.2887
1784,"Jan 19, 2012",1.2965,1.2971,1.2837
1785,"Jan 18, 2012",1.2854,1.2864,1.2732
1786,"Jan 17, 2012",1.274,1.2811,1.2649
1787,"Jan 16, 2012",1.2664,1.2689,1.2626
1788,"Jan 13, 2012",1.2677,1.2879,1.2624
1789,"Jan 12, 2012",1.2826,1.2845,1.2698
1790,"Jan 11, 2012",1.2704,1.279,1.2662
1791,"Jan 10, 2012",1.2772,1.2819,1.2742
1792,"Jan 09, 2012",1.2767,1.2788,1.2666
1793,"Jan 06, 2012",1.2721,1.2812,1.2696
1794,"Jan 05, 2012",1.278,1.2948,1.2769
1795,"Jan 04, 2012",1.2942,1.3074,1.2898
1796,"Jan 03, 2012",1.3051,1.3077,1.2931
1797,"Jan 02, 2012",1.2929,1.2968,1.2916
1798,"Dec 30, 2011",1.2948,1.3001,1.2904
1799,"Dec 29, 2011",1.2962,1.2965,1.2857
1800,"Dec 28, 2011",1.2936,1.3081,1.291
1801,"Dec 27, 2011",1.3068,1.3083,1.3041
1802,"Dec 26, 2011",1.306,1.3084,1.3032
1803,"Dec 23, 2011",1.3043,1.3098,1.3026
1804,"Dec 22, 2011",1.3051,1.3121,1.3018
1805,"Dec 21, 2011",1.3045,1.3197,1.3024
1806,"Dec 20, 2011",1.3079,1.3133,1.2994
1807,"Dec 19, 2011",1.2995,1.3044,1.2981
1808,"Dec 16, 2011",1.3035,1.3087,1.2997
1809,"Dec 15, 2011",1.3018,1.3051,1.2957
1810,"Dec 14, 2011",1.2981,1.3064,1.2945
1811,"Dec 13, 2011",1.3034,1.3237,1.3007
1812,"Dec 12, 2011",1.3186,1.3388,1.3163
1813,"Dec 09, 2011",1.3375,1.3436,1.3283
1814,"Dec 08, 2011",1.3346,1.346,1.3289
1815,"Dec 07, 2011",1.3413,1.3455,1.335
1816,"Dec 06, 2011",1.3403,1.3428,1.3333
1817,"Dec 05, 2011",1.3403,1.3487,1.3375
1818,"Dec 02, 2011",1.3403,1.3549,1.3362
1819,"Dec 01, 2011",1.3464,1.3522,1.3416
1820,"Nov 30, 2011",1.3443,1.3533,1.326
1821,"Nov 29, 2011",1.3331,1.3445,1.3287
1822,"Nov 28, 2011",1.331,1.34,1.3273
1823,"Nov 25, 2011",1.3234,1.3356,1.3211
1824,"Nov 24, 2011",1.335,1.3413,1.3317
1825,"Nov 23, 2011",1.3335,1.3533,1.332
1826,"Nov 22, 2011",1.3514,1.3569,1.3468
1827,"Nov 21, 2011",1.3495,1.3541,1.343
1828,"Nov 18, 2011",1.351,1.3615,1.3447
1829,"Nov 17, 2011",1.346,1.354,1.342
1830,"Nov 16, 2011",1.3463,1.3559,1.3428
1831,"Nov 15, 2011",1.3533,1.3641,1.3497
1832,"Nov 14, 2011",1.3626,1.3813,1.3592
1833,"Nov 11, 2011",1.3752,1.3798,1.3579
1834,"Nov 10, 2011",1.3603,1.3655,1.3483
1835,"Nov 09, 2011",1.3546,1.3859,1.3523
1836,"Nov 08, 2011",1.3838,1.3848,1.3723
1837,"Nov 07, 2011",1.3776,1.3838,1.368
1838,"Nov 04, 2011",1.3796,1.3868,1.3712
1839,"Nov 03, 2011",1.3815,1.3855,1.3655
1840,"Nov 02, 2011",1.3746,1.383,1.3636
1841,"Nov 01, 2011",1.3696,1.3873,1.361
1842,"Oct 31, 2011",1.3857,1.4171,1.3828
1843,"Oct 28, 2011",1.4148,1.4202,1.4135
1844,"Oct 27, 2011",1.4192,1.4249,1.3865
1845,"Oct 26, 2011",1.3902,1.3977,1.3799
1846,"Oct 25, 2011",1.3906,1.3962,1.3849
1847,"Oct 24, 2011",1.3925,1.3956,1.3821
1848,"Oct 21, 2011",1.3896,1.3903,1.3705
1849,"Oct 20, 2011",1.3777,1.3845,1.3657
1850,"Oct 19, 2011",1.3756,1.387,1.3725
1851,"Oct 18, 2011",1.3739,1.3819,1.3653
1852,"Oct 17, 2011",1.3742,1.3916,1.3726
1853,"Oct 14, 2011",1.3877,1.3896,1.3722
1854,"Oct 13, 2011",1.3776,1.3829,1.3685
1855,"Oct 12, 2011",1.3787,1.3834,1.3581
1856,"Oct 11, 2011",1.3645,1.3685,1.3565
1857,"Oct 10, 2011",1.3643,1.3699,1.3377
1858,"Oct 07, 2011",1.3377,1.3527,1.3362
1859,"Oct 06, 2011",1.3432,1.3451,1.3241
1860,"Oct 05, 2011",1.3348,1.3385,1.3259
1861,"Oct 04, 2011",1.334,1.3371,1.3146
1862,"Oct 03, 2011",1.3169,1.3382,1.3163
1863,"Sep 30, 2011",1.3386,1.3604,1.3383
