number,Date,Price,High,Low
0,"Nov 21, 2018",0.5162405699916179,0.5175612298071913,0.5224498460885256
1,"Nov 20, 2018",0.5163453478625315,0.5240229286086503,0.5217068251777941
2,"Nov 19, 2018",0.5248323554065382,0.5235018238665973,0.5253157838870608
3,"Nov 16, 2018",0.5213746856663872,0.5189161021365295,0.5175671372465767
4,"Nov 15, 2018",0.5117351215423303,0.5127670661803022,0.5123659908714573
5,"Nov 14, 2018",0.5098491198658843,0.5112037519541427,0.5114106782719456
6,"Nov 13, 2018",0.5078583403185248,0.5056800416883792,0.5065279694299967
7,"Nov 12, 2018",0.5002095557418273,0.5095362167795726,0.5063156777412163
8,"Nov 09, 2018",0.5125733445096397,0.5134966128191766,0.5170364080246257
9,"Nov 08, 2018",0.5154023470243085,0.5215216258467953,0.520963804267063
10,"Nov 07, 2018",0.5220033528918693,0.5271495570609691,0.5255280755758411
11,"Nov 06, 2018",0.5221081307627831,0.5206878582595101,0.5248912005095001
12,"Nov 05, 2018",0.5200125733445098,0.5191245440333508,0.5213883876446237
13,"Nov 02, 2018",0.5179170159262365,0.5225638353309013,0.5230867211548669
14,"Nov 01, 2018",0.5202221290863371,0.5192287649817614,0.516081095425114
15,"Oct 31, 2018",0.5100586756077117,0.5126628452318917,0.5155503662031633
16,"Oct 30, 2018",0.513411567476949,0.5151641479937469,0.5194777624456002
17,"Oct 29, 2018",0.5164501257334451,0.5183949973944763,0.5219191168665749
18,"Oct 26, 2018",0.5195934618608551,0.5188118811881189,0.5190531790680395
19,"Oct 25, 2018",0.5167644593461862,0.5200625325690463,0.5212822418002334
20,"Oct 24, 2018",0.5184409052808048,0.5245440333507033,0.5237235962212079
21,"Oct 23, 2018",0.5267183570829841,0.5264200104220947,0.5300923468846195
22,"Oct 22, 2018",0.5260896898575023,0.5323606044815007,0.5318968262392527
23,"Oct 19, 2018",0.5313285834031853,0.5306930693069306,0.5295616176626685
24,"Oct 18, 2018",0.5248323554065382,0.5298593017196457,0.5311538053285214
25,"Oct 17, 2018",0.5298616932103939,0.5357998957790516,0.5361426600148604
26,"Oct 16, 2018",0.5376152556580052,0.5397602918186556,0.5434667232777837
27,"Oct 15, 2018",0.5380343671416596,0.5381969775924961,0.5406007854792485
28,"Oct 12, 2018",0.5363579212070413,0.538509640437728,0.5402823479460779
29,"Oct 11, 2018",0.5396060352053647,0.5373632100052109,0.5384778685914446
30,"Oct 10, 2018",0.5318524727577536,0.5318394997394477,0.5344443265046173
31,"Oct 09, 2018",0.5287091366303438,0.5273579989577907,0.5292431801294979
32,"Oct 08, 2018",0.5289186923721712,0.5306930693069306,0.5323214096168134
33,"Oct 05, 2018",0.5322715842414083,0.5321521625846796,0.5348689098821782
34,"Oct 04, 2018",0.5313285834031853,0.5314226159458052,0.5328521388387646
35,"Oct 03, 2018",0.5274518021793797,0.5368421052631579,0.5329582846831546
36,"Oct 02, 2018",0.5347862531433363,0.5354872329338195,0.5373102643031527
37,"Oct 01, 2018",0.5379295892707461,0.54048983845753,0.5433605774333936
38,"Sep 28, 2018",0.5411777032690697,0.5427826993225638,0.5437851608109543
39,"Sep 27, 2018",0.5445305951383068,0.5539343408025011,0.5512153699182676
40,"Sep 26, 2018",0.5549036043587594,0.5581031787389265,0.5606623500689949
41,"Sep 25, 2018",0.5582564962279968,0.5574778530484626,0.5610869334465556
42,"Sep 24, 2018",0.5557418273260688,0.5599791558103179,0.560343912535824
43,"Sep 21, 2018",0.5559513830678962,0.5586242834809795,0.5611930792909459
44,"Sep 20, 2018",0.558780385582565,0.5567483064095885,0.5541874535611933
45,"Sep 19, 2018",0.5478834870075442,0.5494528400208442,0.5523829742065598
46,"Sep 18, 2018",0.5472548197820621,0.5504950495049507,0.5527014117397304
47,"Sep 17, 2018",0.5489312657166805,0.5476810838978633,0.5490924530304637
48,"Sep 14, 2018",0.5433780385582565,0.5502866076081293,0.5493047447192441
49,"Sep 13, 2018",0.5496647108130763,0.5480979676915058,0.5481371404309521
50,"Sep 12, 2018",0.542958927074602,0.5426784783741533,0.5441035983441249
51,"Sep 11, 2018",0.5409681475272423,0.5420531526836895,0.543572869122174
52,"Sep 10, 2018",0.5396060352053647,0.5391349661281918,0.5394331811909565
53,"Sep 07, 2018",0.5353101424979045,0.5426784783741533,0.5419806814563211
54,"Sep 06, 2018",0.5425398155909471,0.5436164669098488,0.5476064112090013
55,"Sep 05, 2018",0.5432732606873429,0.5415320479416362,0.5411315147011992
56,"Sep 04, 2018",0.5383487007544006,0.5403856175091194,0.5396454728797369
57,"Sep 03, 2018",0.5427493713327747,0.5403856175091194,0.5454834943211975
58,"Aug 31, 2018",0.5403394803017603,0.5469515372589892,0.5456957860099778
59,"Aug 30, 2018",0.5476739312657168,0.5498697238144866,0.5516399532958283
60,"Aug 29, 2018",0.5515507124895223,0.5490359562272017,0.5528075575841205
61,"Aug 28, 2018",0.5501886001676446,0.5514330380406461,0.5538690160280224
62,"Aug 27, 2018",0.5484073763621122,0.5471599791558103,0.5464388069207091
63,"Aug 24, 2018",0.5426445934618611,0.5416362688900468,0.5401762021016876
64,"Aug 23, 2018",0.5338432523051131,0.5374674309536215,0.5398577645685172
65,"Aug 22, 2018",0.5399203688181056,0.5398645127670664,0.5420868273007111
66,"Aug 21, 2018",0.5371961441743505,0.5375716519020323,0.5344443265046173
67,"Aug 20, 2018",0.5277661357921206,0.5254820218863993,0.5254219297314511
68,"Aug 17, 2018",0.5233654652137469,0.5214174048983845,0.5223437002441356
